cid,link,name,Synonyms,MOA
44141940,https://pubchem.ncbi.nlm.nih.gov/compound/44141940,PS48,"1180676-32-7;PS48;PS 48;(Z)-5-(4-Chlorophenyl)-3-phenylpent-2-enoic acid;(2z)-5-(4-Chlorophenyl)-3-Phenylpent-2-Enoic Acid;CHEMBL539134;PS-48;5-(4-Chloro-phenyl)-3-phenyl-pent-2-enoic acid;(2Z)-5-(4-Chlorophenyl)-3-phenyl-2-pentenoic acid;SCHEMBL657791;SCHEMBL657792;EX-A383;LLJYFDRQFPQGNY-QINSGFPZSA-N;BCP08452;3981AH;BDBM50296949;MFCD17215962;ZINC42923782;AKOS024457972;CS-3364;PS48, >=98% (HPLC);HY-15967;QC-11434;B7586;3-Phenyl-5-(4-chlorophenyl)-2-pentenoic acid;A13484;(2Z)-5-(4-Chlorophenyl)-3-phenyl-2-pentenoicacid;(Z)-5-(4-Chlorophenyl)-3-phenylpent-2-enoicAcid;J-003699;Q27464270",Activator of the PDK1
44185871,https://pubchem.ncbi.nlm.nih.gov/compound/44185871,PSB603,,Antagonist of the A2B
1117196,https://pubchem.ncbi.nlm.nih.gov/compound/1117196,PTC-209,,Inhibitor of Bmi1
5284329,https://pubchem.ncbi.nlm.nih.gov/compound/5284329,Purmorphamine,"Purmorphamine;483367-10-8;2-(1-Naphthoxy)-6-(4-morpholinoanilino)-9-cyclohexylpurine;UNII-PB12M2F8KY;PB12M2F8KY;CHEMBL1221984;CHEBI:63053;9-cyclohexyl-N-[4-(morpholin-4-yl)phenyl]-2-(naphthalen-1-yloxy)-9H-purin-6-amine;2-(1-Napthoxy)-6-(4-morpholinoanilino)-9-cyclohexylpurine;9-Cyclohexyl-N-(4-(4-morpholinyl)phenyl)-2-(1-naphthalenyloxy)-9H-purin-6-amine;9-Cyclohexyl-N-[4-(4-morpholinyl)phenyl]-2-(1-naphthalenyloxy)-9H-purin-6-amine;Purmorphamine [MI];Shh Signaling Antagonist VI;MolMap_000073;9-cyclohexyl-N-(4-morpholin-4-ylphenyl)-2-naphthalen-1-yloxypurin-6-amine;9H-Purin-6-amine, 9-cyclohexyl-N-(4-(4-morpholinyl)phenyl)-2-(1-naphthalenyloxy)-;cc-676;MLS006010334;SCHEMBL1548273;CTK1D4950;GTPL10356;KS-00000XPM;AOB5391;DTXSID20415293;EX-A348;FYBHCRQFSFYWPY-UHFFFAOYSA-N;HMS3650O20;HMS3651D16;BCP03687;BDBM50324671;HSCI1_000224;NSC747596;s3042;ZINC14806830;9-cyclohexyl-N-(4-morpholinophenyl)-2-(naphthalen-1-yloxy)-9H-purin-6-amine;AKOS024458218;CCG-269857;CS-1135;LS41103;NSC-747596;SB19498;NCGC00344053-01;NCGC00344053-09;4CA-1056;AK175828;AS-56474;DA-05531;HY-15108;QC-10453;SMR004701397;AB0032036;FT-0674154;SW219909-1;X5299;A11480;W-5393;SR-01000946316;J-519503;SR-01000946316-1;BRD-K73397362-001-01-7;Q15409344;9-cyclohexyl-N-[4-(morpholin-4-yl)phenyl]-2-(naphthalen-1-yloxy)-9H-purin-6 -amine;9-Cyclohexyl-N-[4-(morpholinyl)phenyl]-2-(1-naphthalenyloxy)-9H-purin-6-amine",Agonist of hedgehog
46223724,https://pubchem.ncbi.nlm.nih.gov/compound/46223724,Pyrintegrin,,Integrin activator
24794416,https://pubchem.ncbi.nlm.nih.gov/compound/24794416,QVD-OPH,,Inhibitor of the broad-spectrum caspase
449054,https://pubchem.ncbi.nlm.nih.gov/compound/449054,RepSox,"RepSox;446859-33-2;ALK5 Inhibitor II;2-(3-(6-Methylpyridin-2-yl)-1H-pyrazol-4-yl)-1,5-naphthyridine;SJN 2511;ALK5 Inhibitor;E-616452;GW786460X;CHEMBL185238;SJN-2511;C17H13N5;2-(3-(6-Methylpyridine-2-yl)-1H-pyrazol-4-yl)-1,5-naphthyridine;2-[3-(6-methylpyridin-2-yl)-1H-pyrazol-4-yl]-1,5-naphthyridine;1vjy;TGF-beta RI Kinase Inhibitor II;Alk 5 Inhibitor II;PubChem24163;2-[5-(6-methylpyridin-2-yl)-1H-pyrazol-4-yl]-1,5-naphthyridine;1,5-Naphthyridine, 2-[3-(6-methyl-2-pyridinyl)-1H-pyrazol-4-yl]-;cc-232;GW786460X (Repsox);MLS006011123;SCHEMBL144632;SCHEMBL16969100;CTK8E7448;RepSox, >=98% (HPLC);AOB1483;DTXSID80332295;LBPKYPYHDKKRFS-UHFFFAOYSA-N;HMS2043P13;HMS3261N03;HMS3653M19;BCP04103;EX-A2879;Tox21_500541;2-[3-(6-Methyl-2-pyridinyl)-1H-pyrazol-4-yl]-1,5-naphthyridine;ABP000974;BDBM50151347;s7223;Transforming Growth Factor-beta Type I Receptor Kinase Inhibitor II;ZINC16052804;AKOS016009677;BCP9000274;CCG-221845;CS-1321;NCGC00242054-01;NCGC00242054-02;NCGC00242054-03;NCGC00261226-01;4CA-1165;AC-28395;AK-35200;AS-16653;DA-42419;HY-13012;SC-96580;SMR004702903;BCP0726000102;AB0007897;AX8160241;FT-0759246;SW212662-2;X5942;J3.496.867E;W-5394;AB01092249-01;GW786460X (616452);E 616452;J-507645;2-[3-(6-Methyl-2-pyridyl)-1H-pyrazole-4-yl]-1,5-naphthyridine;2-[3-(6-Methyl-pyridin-2-yl)-1H-pyrazol-4-yl]-[1,5]naphthyridine;E-616452;SJN 2511;E616452;SJN2511;E 616452;SJN-2511",Inhibitor of the ALK5 (TGF-β type 1 receptor)
444795,https://pubchem.ncbi.nlm.nih.gov/compound/444795,Retinoic acid,"Retinoic acid;tretinoin;302-79-4;Vitamin A acid;all-trans-Retinoic acid;trans-Retinoic acid;ATRA;Airol;Retin-A;Vesanoid;Renova;all-trans-Vitamin A acid;Dermairol;Aknoten;Aberel;Eudyna;All-trans Retinoic Acid;Aknefug;Cordes vas;Epi-aberel;Tretin M;Atralin;all-trans-Vitamin A1 acid;all-trans-Tretinoin;Retionic acid;All Trans Retinoic Acid;TRETINON;Vitamin A1 acid, all-trans-;Retin-A Micro;beta-Retinoic acid;all-(E)-Retinoic acid;Vitamin A acid, all-trans-;Effederm;Retinoic acid, all-trans-;Alltrans-retinoic acid;beta-Ra;Aberela [Norway];Avitoin [Norway];Acnavit [Denmark];Effederm [France];Retinoate;Retacnyl;Vesnaroid;NSC-122758;Ro 1-5488;A-Acido (Argentina);Tretinoin, all-trans-;all trans-Retinoic acid;Cordes VAS [Germany];Retin A;Stieva-A;A-Vitaminsyre [Denmark];(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid;Tretinoine [INN-French];Tretinoinum [INN-Latin];Tretinoina [INN-Spanish];Tretinoino [INN-Spanish];Tretinoine;Solage;all-trans-beta-Retinoic acid;.beta.-Retinoic acid;Vitamin a acid, trans-;15-Apo-beta-caroten-15-oic acid;Acid A Vit (Belgium, Netherlands);UNII-5688UTC01R;3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid;CCRIS 3294;(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid;MLS000028588;b-Retinoic acid;RETINOIC ACID, ALL TRANS;HSDB 2169;Tretinoin/All-Trans Retinoic Acid;AT-RA;CHEMBL38;(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-enyl)nona-2,4,6,8-tetraenoic acid;2,4,6,8-Nonatetraenoic acid, 3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (all-E)-;EINECS 206-129-0;MFCD00001551;NSC122758;NSC 122758;BRN 2057223;Atragen;Retinova;SMR000058245;(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid;CHEBI:15367;SHGAZHPCJJPHSC-YCNIQYBTSA-N;5688UTC01R;Tretinoin (TN);AGN 100335;REA;9-cis-RA;Retin A (TN);NCGC00017280-10;Tretinoinum;Aberela;Acnavit;Avitoin;Betarretin;Tretinoina;Tretinoino;A-Vitaminsyre;all-trans-b-Retinoic acid;DSSTox_CID_1239;3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL);3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-enyl)nona-2,4,6,8-all-trans-tetraenoic acid;DSSTox_RID_76031;DSSTox_GSID_21239;trans-Retinoate;beta-Retinoate;all-trans-Retinoic acid, 97%;tretinoine (French) (EINECS);cis-Retinoic acid;Acide retinoique (French) (DSL);Refissa;Nexret;Avita Gel;Retisol-A;tretinoin liposome;4759-48-2;3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenoic acid;3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2E,4E,6E,8E-tetraenoic acid;(11Z)-retinoic acid;Tretinoin [USAN:INN:BAN];[3H]Retinoic acid;Renova (TN);Avita (TN);SR-01000000239;Tretinoin (Retinoic acid);Tretinoin (JAN/USP/INN);TNP00194;BML2-E05;1cbr;[3H]tretinoin;[All-E]-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid;Tretinoin 0.1% cream or placebo;Tretinoin [USAN:USP:INN:BAN];(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-enyl)nona-2,4,6,8-tetr aenoic acid;CAS-302-79-4;Prestwick_424;all-(E)-Retinoate;Tretinoine (French);Retinoic acid, cis-;(5E)-Retinoic acid;[3H]Vitamin A acid;PDT-002-002;PubChem16466;1n4h;CPD000058245;Retinoic acid all trans;6-s-trans-retinoic acid;Vitamin-A-sA currencyure;Opera_ID_1055;Prestwick2_000257;Prestwick3_000257;Spectrum5_001746;Spectrum5_001933;acide retinoique (French);Vesanoid (TN) (Roche);Tretinoin - Retinoic Acid;bmse000562;UPCMLD-DP097;R 2625;Renova (0.02% cream);SCHEMBL3145;(9Z,13Z)-Retinoic acid;Altreno (0.05% lotion);BIDD:PXR0081;Lopac0_001061;Avita (0.025% gel);BSPBio_000074;BSPBio_001500;MLS001076515;MLS002207234;MLS002222211;MLS002548861;MLS006010222;ARONIS25153;BIDD:GT0483;SPECTRUM1502016;9-cis-retinoic acid (9cRA);[3H]RA;BPBio1_000082;cid_444795;GTPL2644;.beta.-all-trans-Retinoic acid;all-trans-retinoic acid (ATRA);DTXSID7021239;SCHEMBL19091395;BDBM31883;HMS502N05;QCR-120;BCPP000036;BDBM323588;HMS1361K22;HMS1568D16;HMS1791K22;HMS1921D14;HMS1989K22;HMS2089D20;HMS2092N11;HMS2095D16;HMS2236N03;HMS3259E11;HMS3263E04;HMS3402K22;HMS3411B09;HMS3675B09;HMS3712D16;Pharmakon1600-01502016;Retinoic acid, all-trans- (8CI);ACT00012;BCP01405;Isotretinoin;(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid;US10188615, at-RA;Tox21_110812;Tox21_202330;Tox21_300305;Tox21_501061;All-trans Retinoic Acid (Tretinoin);CCG-39912;LMPR01090019;NSC759631;s1653;SBB065722;ZINC12358651;AKOS000280845;Tox21_110812_1;AB03039;AC-6824;CS-1269;DB00755;GS-3578;LP01061;LS-1154;NC00481;NSC-759631;SDCCGSBI-0051031.P004;IDI1_000903;IDI1_033970;NCGC00017280-05;NCGC00017280-06;NCGC00017280-07;NCGC00017280-08;NCGC00017280-09;NCGC00017280-12;NCGC00017280-15;NCGC00017280-16;NCGC00017280-17;NCGC00017280-18;NCGC00017280-19;NCGC00017280-20;NCGC00017280-23;NCGC00021808-04;NCGC00021808-05;NCGC00021808-06;NCGC00021808-07;NCGC00021808-09;NCGC00021808-11;NCGC00021808-14;NCGC00021808-15;NCGC00254179-01;NCGC00259879-01;NCGC00261746-01;trans-Retinoic acid|||Retinoid analogues;BP-20401;BR-73126;HY-14649;Retinoic acid, >=98% (HPLC), powder;SC-16932;ST057075;SBI-0051031.P003;EU-0101061;R0064;SW203749-4;02T794;5914-EP2275412A1;5914-EP2292576A2;A10944;C00777;D00094;J10054;Q29417;S-1635;33998-EP2275420A1;33998-EP2295055A2;33998-EP2295416A2;33998-EP2295426A1;33998-EP2295427A1;33998-EP2298748A2;33998-EP2298764A1;33998-EP2298765A1;33998-EP2298768A1;33998-EP2301928A1;33998-EP2305642A2;33998-EP2308833A2;33998-EP2308861A1;33998-EP2311453A1;33998-EP2311808A1;33998-EP2311829A1;33998-EP2311840A1;AB00052318-15;AB00052318-16;AB00052318-17;AB00052318_18;AB00052318_19;L000833;Q-200610;SR-01000000239-3;SR-01000000239-4;SR-01000000239-6;SR-01000000239-7;BRD-K06926592-001-01-7;BRD-K71879491-001-15-0;BRD-K71879491-001-22-6;SR-01000000239-12;SR-01000000239-13;SR-01000000239-14;SR-01000000239-15;WLN: L6UTJ A1 B1U1Y1&U2U1Y1&U1VQ C1 C1;Tretinoin, European Pharmacopoeia (EP) Reference Standard;WLN: L6UTJ A1 B1U1Y1 & U2U1Y1 & U1VQ C1 C1;Tretinoin, United States Pharmacopeia (USP) Reference Standard;3,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid;Tretinoin, Pharmaceutical Secondary Standard; Certified Reference Material;(2E,4E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)-2,4,6,8-nonatetraenoic acid;(4E,6E,8E)-9-(2,6,6-Trimethyl-1-cyclohexenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid;(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate;2,4,6,8-Nonatetranoic acid, 3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-;2,6,8-Nonatetranoic acid, 3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-;3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate;3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2E,4E,6E,8E,-nonatetraenoic acid;all-trans-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic Acid;(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid;2,4, 6,8-Nonatetranoic acid, 3,7-dimethyl-9-(2,6, 6-trimethyl-1-cyclohexen-1-yl)-, (2E, 4E, 6E, 8E)-;2,4,6,8-Nonatetraenoic acid, 3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)--, (all trans)-;2,4,6,8-Nonatetranoic acid, 3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (all trans)-;2,6,8-Nonatetraenoic acid, 3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (all-E)-;3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid-, (all trans)-;97950-17-9",Agonist of a retinoic acid receptor
702558,https://pubchem.ncbi.nlm.nih.gov/compound/702558,RG108,"RG108;48208-26-0;N-Phthalyl-L-tryptophan;RG 108;RG-108;CHEMBL1564869;(S)-2-(1,3-dioxoisoindolin-2-yl)-3-(1H-indol-3-yl)propanoic acid;C19H14N2O4;(2S)-2-(1,3-dioxo-2-isoindolyl)-3-(1H-indol-3-yl)propanoic acid;NSC-401077;(s)-N-phthaloyltryptophan;NCIStruc1_001775;NCIStruc2_000834;SCHEMBL164192;2-(1,3-dioxoisoindolin-2-yl)-3-(1H-indol-3-yl)propanoic acid;CHEBI:95041;KS-00000XHZ;ZINC84613;AOB6949;BIR1004;SYN3037;ZX-AFC000944;HMS3651D15;RG 108,N-Phthalyl-L-tryptophan;BCP06930;EX-A2208;2683AH;BDBM50389497;BN0837;CCG-37087;MFCD08705332;NCGC00014891;NCI401077;s2821;AKOS024457533;API0010044;CS-1248;SB19339;NCGC00014891-02;NCGC00014891-03;NCGC00097992-01;HY-13642;AB0064932;P2023;SW219042-1;W-5383;BRD-K89391146-001-01-5;Q27166807",Inhibitor of the DNA methyltransferase
5092,https://pubchem.ncbi.nlm.nih.gov/compound/5092,Rolipram,,Inhibitor of the type 4 cyclic nucleotide phosphodiesterases (PDE4)
5352062,https://pubchem.ncbi.nlm.nih.gov/compound/5352062,Romidepsin,"Romidepsin;Istodax;FK228;Depsipeptide;Chromadax;Antibiotic FR 901228;FR901228;128517-07-7;FK 228;FK-228;FR 901228;FR-901228;NSC-630176;C24H36N4O6S2;CHEMBL343448;CHEBI:61080;NSC630176;NSC754143;UNII-CX3T89XQBK;NSC 630176;(1S,4S,7Z,10S,16E,21R)-7-ethylidene-4,21-di(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23-tetraazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone;(1S,4S,7Z,10S,16E,21R)-7-ethylidene-4,21-bis(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23-tetraazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone;Istodax (TN);CX3T89XQBK;HDInhib_000006;romidepsina;romidepsine;romidepsinum;OXA-12,8,20,23-TETRAZABICYCLO[8.7.6]TRICOSANE, CYCLIC PEPTIDE DERIV.;(1S,4S,7Z,10S,16E,21R)-7-Ethylidene-4,21-bis(1-methylethyl)-2-oxa-12,13-dithia-5,8,20,23-tetraazabicyclo(8.7.6)tricos-16-ene-3,6,9,19,22-pentone;L-Valine, N-((3S,4E)-3-hydroxy-7-mercapto-1-oxo-4-heptenyl)-D-valyl-D-cysteinyl-(2Z)-2-amino-2-butenoxyl-, (4-1)-lactone, cyclic (1-2)-disulfide;L-Valine, N-(3-hydroxy-7-mercapto-1-oxo-4-heptenyl)-D-valyl-D-cysteinyl-(Z)-2,3-didehydro-2-aminobutanoyl-, xi-lactone, cyclic (1-2)-disulfide, (S-(E))-;FK-901228;Probes1_000153;Probes2_000337;Romidepsin (JAN/USAN/INN);SCHEMBL677497;GTPL7006;Romidepsin, >=98% (HPLC);BDBM19151;AOB1853;Romidepsin (FK228 ,depsipeptide);ZINC3935130;2692AH;s3020;API0005301;CS-0985;DB06176;NSC-754143;HY-15149;LS-161318;D06637;W-5757;49300-EP2298768A1;49300-EP2311840A1;AB01273968-01;SR-01000941579;Q7363205;SR-01000941579-1;L-Valine,3-didehydro-2- aminobutanoyl-,.xi.-lactone, cyclic (1.fwdarw.2)-disulfide;L-Valine,3-didehydro-2-aminobutanoyl-,.xi.-lactone, cyclic (1.fwdarw.2)-disulfide;(1S,4S,7Z,10S,16E,21R)-7- ethylidene-4,21-di(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23- tetrazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone;(E)-(1S,10S,21R)-7-[(Z)-Ethylidene]-4,21-diisopropyl-2- oxa-12,13-dithia-5,8,20,23- tetraazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone;(E)-(1S,10S,21R)-7-[(Z)-Ethylidene]-4,21-diisopropyl-2- oxa-12,13-dithia-5,8,20,23-tetraazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone;Cyclo((2Z)-2-amino-2-butenoyl-L-valyl-(3S,4E)-3-hydroxy-7-mercapto-4-heptenoyl-D-valyl-D-cysteinyl), cyclic (3?5)-disulfide"";Cyclo[(2Z)-2-amino-2-butenoyl-L-val yl-(3S,4E)-3-hydroxy-7-mercapto-4-heptenoyl-D-valy l-D-cysteinyl], cyclic (3-5) disulfide;Cyclo[(2Z)-2-amino-2-butenoyl-L-valyl-(3S,4E)-3-hydroxy-7-mercapto-4-heptenoyl-D-valyl-D-cysteinyl], cyclic (3-5) disulfide",Inhibitor of the histone deacetylase
77999,https://pubchem.ncbi.nlm.nih.gov/compound/77999,Rosiglitazone,"rosiglitazone;122320-73-4;Avandia;Brl-49653;5-(4-(2-(Methyl(pyridin-2-yl)amino)ethoxy)benzyl)thiazolidine-2,4-dione;Rosiglizole;Brl 49653;rosiglitazone (Avandia);BRL49653;Avandaryl;TDZ 01;Rosiglitazone [INN:BAN];Avandamet;C18H19N3O3S;CHEBI:50122;Rosigilitazone;5-[[4-[2-(methyl-2-pyridinylamino)ethoxy]phenyl]methyl]-2,4-thiazolidinedione;5-((4-(2-Methyl-2-(pyridinylamino)ethoxy)phenyl)methyl)-2,4-thiazolidinedione-2-butenedioate;YASAKCUCGLMORW-UHFFFAOYSA-N;2,4-Thiazolidinedione, 5-((4-(2-(methyl-2-pyridinylamino)ethoxy)phenyl)methyl)-;MFCD00871760;NCGC00095124-01;AK-72839;5-(4-{2-[methyl(pyridin-2-yl)amino]ethoxy}benzyl)-1,3-thiazolidine-2,4-dione;DSSTox_CID_17131;DSSTox_RID_79303;DSSTox_GSID_37131;Q-201681;5-[4-[2-[Methyl(2-pyridyl)amino]ethoxy]benzyl]thiazolidine-2,4-dione;5-[4-[2-(N-Methyl-N-(2-pyridyl)amino)ethoxy]benzyl]thiazolidine-2,4-dione;2,4-thiazolidinedione, 5-[[4-[2-(methyl-2-pyridinylamino)ethoxy]phenyl]methyl]-;CAS-122320-73-4;SR-01000763023;rosiglitazona;rosiglitazonum;Rosiglitazon;Rezult;Rosi;HSDB 7555;Rosiglitazone base;5-((4-(2-(methyl-2-pyridinylamino)ethoxy)phenyl)methyl)-2,4-thiazolidinedione;5-[4-[2-[N-methyl-N-(2-pyridyl)amino)ethoxy]benzyl]thiazolidine-2,4-dione;Gaudil (TN);Rosiglitazone (INN);Spectrum_001703;155141-29-0;Spectrum2_001241;Spectrum3_000997;Spectrum4_001125;Spectrum5_001464;SCHEMBL5169;BSPBio_002693;KBioGR_001609;KBioSS_002183;KSC914G9L;SPECTRUM1504263;SPBio_001142;GTPL1056;TDZ-01;DTXSID7037131;SCHEMBL14383595;CTK8B4395;KBio2_002183;KBio2_004751;KBio2_007319;KBio3_001913;KS-00000IPU;Rosiglitazone, >=98% (HPLC);HMS1922J11;HMS2094O13;HMS3649G08;HMS3656K16;HMS3744M11;HMS3871L03;Pharmakon1600-01504263;ACT04332;BCP03047;Tox21_111434;ANW-44906;BBL029079;BDBM50030474;BG0432;CCG-39102;GP6434;NSC758698;STL350047;AKOS015894872;Tox21_111434_1;AC-3459;API0006964;BCP9000017;CS-1088;DB00412;MCULE-8293284864;MP-0331;NSC-758698;SB17326;VA11695;2,4-Thiazolidinedione, 5-004-02-((((methyl-2-pyridinylamino)ethoxy)phenyl)methyl)-;5-[[4-[2-(methyl-2-pyridinylamino)ethoxy]-phenyl]methyl]-2,4-thiazolidine-dione;NCGC00095124-02;NCGC00095124-03;NCGC00095124-04;NCGC00095124-05;NCGC00095124-06;NCGC00095124-08;4CA-1110;BR-72839;CC-34292;HY-17386;SC-19017;SY031184;BCP0726000232;AB0011992;AX8017813;LS-151340;FT-0602578;R0106;S2556;SW197573-6;20R734;6P-065;D08491;J10213;S00306;AB00698473-15;AB00698473-17;AB00698473-18;AB00698473-19;AB00698473_20;AB00698473_21;AB00698473_22;AB00698473_23;C-20817;Q424771;SR-01000763023-5;SR-01000763023-6;BRD-A97437073-001-02-3;BRD-A97437073-001-03-1;BRD-A97437073-001-04-9;SR-01000763023-12;(RS)-5-{4-[2-(Methyl-2-pyridylamino)ethoxy]benzyl}-2,4-thiazolidinedion;5-[4-[2-(N-Methyl-N-(2-pyridyl)amino)ethoxy]benzyl]thiazolidine-2,4dione;IDMB (1uM BRL49653, 1uM Dexamethasone, 0.5uM IBMX, 10ug/mL Insulin);(�)-5-[p-[2-(methyl-2-pyridylamino)ethoxy]benzyl]-2,4-thiazolidinedione;2,4-Thiazolidinedione, 5-[[4-[2-(methyl-2-pyridinylamino)ethoxy]phenyl]methyl]- (9CI);5-[[4-[2-(methyl-(2-pyridyl)amino)ethoxy]phenyl]methyl] thiazolidine-2,4-dione;5-[[4-[2-(methyl-2-pyridinylamino) ethoxy]phenyl]methyl]-2,4-thiazolidinedione;5-[[4-[2-(Methyl-2-pyridinylamino)e thoxy]phenyl]methyl]-2,4-thiazolidinedione;5-[[4-[2-(methyl-pyridin-2-ylamino)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione;5-[4-[2-(N-methyl-N-(2-pyridyl)amino)ethoxy]benzyl] thiazolidine-2,4-dione;5-[4-[2-[N-methyl-N-(2-pyridyl)amino]ethoxy]phenyl methyl]thiazolidine-2,4-dione",Activator of the peroxisome proliferator-activated receptor gamma
5284330,https://pubchem.ncbi.nlm.nih.gov/compound/5284330,SAG,"912545-86-9;SAG;smoothened agonist;CHEMBL1221983;CHEMBL2160033;Smoothened Agonist (SAG) HCl;364590-63-6;C28H28ClN3OS;3-chloro-N-((1r,4r)-4-(methylamino)cyclohexyl)-N-(3-(pyridin-4-yl)benzyl)benzo[b]thiophene-2-carboxamide;3-Chloro-N-[trans-4-(methylamino)cyclohexyl]-N-[[3-(4-pyridinyl)phenyl]methyl]benzo[b]thiophene-2-carboxamide;3-Chloro-N-(4-(methylamino)cyclohexyl)-N-(3-(pyridin-4-yl)benzyl)benzo[b]thiophene-2-carboxamide;N-(3-(Pyridin-4yl)benzyl)-3-chloro-N-(4-(trans-methylamino)cyclohexyl)benzo[b] thiophene-2-carboxamide;Smoothened Agonist (SAG);SAG free base;SAG dihydrochloride;sag (smo-agonist);SMO agonist (SAG);3-chloro-N-[4-(methylamino)cyclohexyl]-N-[(3-pyridin-4-ylphenyl)methyl]-1-benzothiophene-2-carboxamide;SAG1.3;SCHEMBL8437026;SCHEMBL10029769;SCHEMBL14707297;GTPL10327;DTXSID80415294;EX-A569;CHEBI:138438;912545-86-9(free base);BCP14694;KS-00001D1G;Smoothened Agonist (SAG) free base;4020AH;BDBM50393847;BDBM50393851;ZINC22066467;AKOS025142011;AKOS026750207;ZINC101549216;SAG dihydrochloride, >=98% (HPLC);compound 22 [PMID: 12391318];NCGC00347954-01;NCGC00384168-03;AS-35219;DA-40627;HY-12848;B5837;FT-0674498;Q15410188;3-chloro-N-[4-(methylamino)cyclohexyl]-N-{[3-(pyridin-4-yl)phenyl]methyl}-1-benzothiophene-2-carboxamide;3-Chloro-N-[trans-4-(methylamino)cyclohexyl]-N-[[3-(4-pyridinyl)phenyl]methyl]benzo[b]thiophene-2-carboxamide dihydrochloride;3-chloro-N-[trans-4-(methylamino)cyclohexyl]-N-[3-(pyridin-4-yl)benzyl]-1-benzothiophene-2-carboxamide;N-[4-(Methylamino)cyclohexyl]-N-[3-(4-pyridyl)benzyl]-3-chlorobenzo[b]thiophene-2-carboxamide",Agonist of the Smoothened
9858940,https://pubchem.ncbi.nlm.nih.gov/compound/9858940,SB-505124,,Inhibitor of TGF-b
11680113,https://pubchem.ncbi.nlm.nih.gov/compound/11680113,SB-736290,,Inhibitor of the MSK1
